question_text,document_title,language,annotations,document_plaintext,document_url,answer_start,answer_text,question_text_tokenized,document_plaintext_tokenized,answer_text_tokenized,labels
マルティン・ルーサー・キング・ジュニアはいつ死んだ？,マーティン・ルーサー・キング・ジュニア,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","



マーティン・ルーサー・キング・ジュニア（English: Martin Luther King, Jr.、1929年1月15日 - 1968年4月4日）は、アメリカ合衆国のプロテスタントバプテスト派の牧師である。",https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3%E3%83%BB%E3%83%AB%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%BB%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%BB%E3%82%B8%E3%83%A5%E3%83%8B%E3%82%A2,[-1],[''],"['マルティン', '・', 'ルーサー', '・', 'キング', '・', 'ジュニア', 'は', 'いつ', '死ん', 'だ', '？']","['マーティン', '・', 'ルーサー', '・', 'キング', '・', 'ジュニア', '（', 'English', ':', 'Martin', 'Luther', 'King', ',', 'Jr', '.', '、', '1929', '年', '1', '月', '15', '日', '-', '1968', '年', '4', '月', '4', '日', '）', 'は', '、', 'アメリカ', '合衆', '国', 'の', 'プロテスタント', 'バプテスト', '派', 'の', '牧師', 'で', 'ある', '。']",[],0
司馬遼太郎の最期の作品は何？,司馬遼太郎,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","『司馬太郎短篇総集』（1971年、講談社）- 解説尾崎秀樹、五十数篇を収録。
『木曜島の夜会』（1977年、文藝春秋）※- 最後期（執筆時期）の短編集。文春文庫で再刊",https://ja.wikipedia.org/wiki/%E5%8F%B8%E9%A6%AC%E9%81%BC%E5%A4%AA%E9%83%8E,[-1],[''],"['司馬', '遼太郎', 'の', '最期', 'の', '作品', 'は', '何', '？']","['『', '司馬', '太郎', '短篇', '総集', '』', '（', '1971', '年', '、', '講談', '社', '）-', '解説', '尾崎', '秀樹', '、', '五十', '数', '篇', 'を', '収録', '。', '『', '木曜', '島', 'の', '夜会', '』', '（', '1977', '年', '、', '文藝', '春秋', '）※-', '最後', '期', '（', '執筆', '時期', '）', 'の', '短', '編集', '。', '文春', '文庫', 'で', '再刊']",[],0
初めて開発されたテーブルトークRPGは何,テーブルトークRPG,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",日本独特の出版形態が「文庫（本）型」である。『ソード・ワールドRPG』や『GURPS』（ガープス）、『MAGIUS』（マギウス）が代表的である。それらをデザインしたグループSNEは、その前に『トンネルズ&トロールズ』の日本語版を文庫で出版し、ゲームブックファン層にテーブルトークRPGをアピールすることに成功している。,https://ja.wikipedia.org/wiki/%E3%83%86%E3%83%BC%E3%83%96%E3%83%AB%E3%83%88%E3%83%BC%E3%82%AFRPG,[-1],[''],"['初めて', '開発', 'さ', 'れ', 'た', 'テーブル', 'トーク', 'RPG', 'は', '何']","['日本', '独特', 'の', '出版', '形態', 'が', '「', '文庫', '（', '本', '）', '型', '」', 'で', 'ある', '。', '『', 'ソード', '・', 'ワールド', 'RPG', '』', 'や', '『', 'GURPS', '』', '（', 'ガー', 'プス', '）', '、', '『', 'MAGIUS', '』', '（', 'マギ', 'ウス', '）', 'が', '代表', '的', 'で', 'ある', '。', 'それ', 'ら', 'を', 'デザイン', 'し', 'た', 'グループ', 'SNE', 'は', '、', 'その', '前', 'に', '『', 'トンネルズ', '&', 'トロールズ', '』', 'の', '日本', '語', '版', 'を', '文庫', 'で', '出版', 'し', '、', 'ゲーム', 'ブック', 'ファン', '層', 'に', 'テーブル', 'トーク', 'RPG', 'を', 'アピール', 'する', 'こと', 'に', '成功', 'し', 'て', 'いる', '。']",[],0
ジギスムントはいつ生まれた？,ジギスムント (神聖ローマ皇帝),japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",1433年5月31日にローマ皇帝として戴冠し[18]、1436年にはボヘミア貴族によって正式にボヘミア王位を認められたが、翌1437年にズノイモにて戦争で疲弊した国々を残して老人性悪性骨格潰瘍のため没した[19]。ジギスムントの死により、ルクセンブルク家の男系男子は絶えた。ローマ皇帝位、ハンガリー王位、ボヘミア王位は、オーストリア公アルブレヒト5世（ローマ王（ドイツ王）アルブレヒト2世、ハンガリー名アルベルト）が継承した。アルブレヒト5世はジギスムントの一人娘エリーザベトの婿であり、またかつて後継者に指名したアルブレヒト4世の息子であった。しかしアルブレヒトは2年後の1439年に病没し、ローマ皇帝・ハンガリー王・ボヘミア王にはそれぞれ異なる者が推戴された。,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%82%AE%E3%82%B9%E3%83%A0%E3%83%B3%E3%83%88%20%28%E7%A5%9E%E8%81%96%E3%83%AD%E3%83%BC%E3%83%9E%E7%9A%87%E5%B8%9D%29,[-1],[''],"['ジギスムント', 'は', 'いつ', '生まれ', 'た', '？']","['1433', '年', '5', '月', '31', '日', 'に', 'ローマ', '皇帝', 'と', 'し', 'て', '戴冠', 'し', '[', '18', ']、', '1436', '年', 'に', 'は', 'ボヘミア', '貴族', 'に', 'よっ', 'て', '正式', 'に', 'ボヘミア', '王位', 'を', '認め', 'られ', 'た', 'が', '、', '翌', '1437', '年', 'に', 'ズノイモ', 'にて', '戦争', 'で', '疲弊', 'し', 'た', '国々', 'を', '残し', 'て', '老人', '性', '悪性', '骨格', '潰瘍', 'の', 'ため', '没し', 'た', '[', '19', ']。', 'ジギスムント', 'の', '死', 'に', 'より', '、', 'ルクセンブルク', '家', 'の', '男系', '男子', 'は', '絶え', 'た', '。', 'ローマ', '皇帝', '位', '、', 'ハンガリー', '王位', '、', 'ボヘミア', '王位', 'は', '、', 'オーストリア', '公', 'アルブレヒト', '5', '世', '（', 'ローマ', '王', '（', 'ドイツ', '王', '）', 'アルブレヒト', '2', '世', '、', 'ハンガリー', '名', 'アルベルト', '）', 'が', '継承', 'し', 'た', '。', 'アルブレヒト', '5', '世', 'は', 'ジギスムント', 'の', '一人娘', 'エリーザベト', 'の', '婿', 'で', 'あり', '、', 'また', 'かつて', '後継', '者', 'に', '指名', 'し', 'た', 'アルブレヒト', '4', '世', 'の', '息子', 'で', 'あっ', 'た', '。', 'しかし', 'アルブレヒト', 'は', '2', '年', '後', 'の', '1439', '年', 'に', '病没', 'し', '、', 'ローマ', '皇帝', '・', 'ハンガリー', '王', '・', 'ボヘミア', '王', 'に', 'は', 'それぞれ', '異なる', '者', 'が', '推戴', 'さ', 'れ', 'た', '。']",[],0
水戸学とはどのような学問ですか？,水戸学,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",後期水戸学は、第6代藩主徳川治保の治世、彰考館総裁立原翠軒を中心とした修史事業の復興を起点とする。この頃、水戸藩が深刻な財政難に陥っていたことや、蝦夷地にロシア船が出没したことなどがあって、修史事業に携わるばかりでなく、農政改革や対ロシア外交など、具体的な藩内外の諸問題に意見を出すようになった。翠軒の弟子には小宮山楓軒、青山延于らがいる。翠軒の弟子の藤田幽谷は、寛政3年（1791年）に後期水戸学の草分けとされる「正名論」を著して後、9年に藩主治保に上呈した意見書が藩政を批判する過激な内容として罰を受け、編修の職を免ぜられて左遷された。この頃から、大日本史編纂の方針を巡り、翠軒と幽谷と対立を深める。翠軒は幽谷を破門にするが、享和3年（1803年）、幽谷は逆に翠軒一派を致仕させ、文化4年（1807年）総裁に就任した。（「史館動揺」）。幽谷の門下、会沢正志斎、藤田東湖、豊田天功らが、その後の水戸学派の中心となる。,https://ja.wikipedia.org/wiki/%E6%B0%B4%E6%88%B8%E5%AD%A6,[-1],[''],"['水戸', '学', 'と', 'は', 'どの', 'よう', 'な', '学問', 'です', 'か', '？']","['後期', '水戸', '学', 'は', '、', '第', '6', '代', '藩主', '徳川', '治保', 'の', '治世', '、', '彰考', '館', '総裁', '立', '原', '翠軒', 'を', '中心', 'と', 'し', 'た', '修史', '事業', 'の', '復興', 'を', '起点', 'と', 'する', '。', 'この', '頃', '、', '水戸', '藩', 'が', '深刻', 'な', '財政', '難', 'に', '陥っ', 'て', 'い', 'た', 'こと', 'や', '、', '蝦夷', '地', 'に', 'ロシア', '船', 'が', '出没', 'し', 'た', 'こと', 'など', 'が', 'あっ', 'て', '、', '修史', '事業', 'に', '携わる', 'ばかり', 'で', 'なく', '、', '農政', '改革', 'や', '対', 'ロシア', '外交', 'など', '、', '具体', '的', 'な', '藩内', '外', 'の', '諸', '問題', 'に', '意見', 'を', '出す', 'よう', 'に', 'なっ', 'た', '。', '翠軒', 'の', '弟子', 'に', 'は', '小宮山', '楓', '軒', '、', '青山', '延于', 'ら', 'が', 'いる', '。', '翠軒', 'の', '弟子', 'の', '藤田', '幽谷', 'は', '、', '寛政', '3', '年', '（', '1791', '年', '）', 'に', '後期', '水戸', '学', 'の', '草分け', 'と', 'さ', 'れる', '「', '正名', '論', '」', 'を', '著し', 'て', '後', '、', '9', '年', 'に', '藩', '主治', '保', 'に', '上', '呈し', 'た', '意見', '書', 'が', '藩政', 'を', '批判', 'する', '過激', 'な', '内容', 'と', 'し', 'て', '罰', 'を', '受け', '、', '編修', 'の', '職', 'を', '免ぜ', 'られ', 'て', '左遷', 'さ', 'れ', 'た', '。', 'この頃', 'から', '、', '大', '日本', '史', '編纂', 'の', '方針', 'を', '巡り', '、', '翠軒', 'と', '幽谷', 'と', '対立', 'を', '深める', '。', '翠軒', 'は', '幽谷', 'を', '破門', 'に', 'する', 'が', '、', '享和', '3', '年', '（', '1803', '年', '）', '、', '幽谷', 'は', '逆', 'に', '翠軒', '一派', 'を', '致仕', 'さ', 'せ', '、', '文化', '4', '年', '（', '1807', '年', '）', '総裁', 'に', '就任', 'し', 'た', '。', '（', '「', '史', '館', '動揺', '」', '）', '。', '幽谷', 'の', '門下', '、', '会沢', '正志斎', '、', '藤田', '東湖', '、', '豊田', '天功', 'ら', 'が', '、', 'その', '後', 'の', '水戸', '学派', 'の', '中心', 'と', 'なる', '。']",[],0
ベンチュリとは何ですか？,ベンチュリ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","



Q
=
C



A

2



1
−


(



A

2



A

1




)


2







2
g
h




{\displaystyle Q=C{\frac {A_{2}}{\sqrt {1-{({\frac {A_{2}}{A_{1}}})}^{2}}}}{\sqrt {2gh}}}

",https://ja.wikipedia.org/wiki/%E3%83%99%E3%83%B3%E3%83%81%E3%83%A5%E3%83%AA,[-1],[''],"['ベンチュリ', 'と', 'は', '何', 'です', 'か', '？']","['Q', '=', 'C', 'A', '2', '1', '−', '(', 'A', '2', 'A', '1', ')', '2', '2', 'g', 'h', '{\\', 'displaystyle', 'Q', '=', 'C', '{\\', 'frac', '{', 'A', '_{', '2', '}}{\\', 'sqrt', '{', '1', '-{({\\', 'frac', '{', 'A', '_{', '2', '}', '}', '{', 'A', '_{', '1', '}}})}^{', '2', '}}}}{\\', 'sqrt', '{', '2', 'gh', '}', '}', '}']",[],0
ガーナ共和国の主要農産物は何？,ガーナ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",正式名称は英語で、Republic of Ghana（リパブリク・オヴ・ガーナ）。通称、Ghana /ˈɡɑːnə/(listen) ガーナ）。,https://ja.wikipedia.org/wiki/%E3%82%AC%E3%83%BC%E3%83%8A,[-1],[''],"['ガーナ', '共和', '国', 'の', '主要', '農産', '物', 'は', '何', '？']","['正式', '名称', 'は', '英語', 'で', '、', 'Republic', 'of', 'Ghana', '（', 'リパブリク・オヴ・ガーナ', '）', '。', '通称', '、', 'Ghana', '/', 'ˈɡɑː', 'n', 'ə', '/', '(', 'listen', ')', 'ガーナ', '）', '。']",[],0
ナポレオン1世の父親の職業は？,ナポレオン・ボナパルト,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",ナポレオンの後に即位したルイ18世とその後のシャルル10世は、ナポレオン以前の状態にフランスを回帰させようとしたが、ナポレオンによってもたらされたものはフランスに深く浸透しており、もはや覆すことはできなかった。王党派は、1815年の王政復古から、反ボナパルティズムを取り、数年に渡り白色テロを繰り返した。王党派とボナパルティストとの長き対立と確執は、フランスに禍根を残すことにも繋がった。ウィーン体制による欧州諸国の反動政治もまた、欧州諸国民の憤激を買い、フランス革命の理念が欧州各国へ飛び火して行くことになる。,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%83%9D%E3%83%AC%E3%82%AA%E3%83%B3%E3%83%BB%E3%83%9C%E3%83%8A%E3%83%91%E3%83%AB%E3%83%88,[-1],[''],"['ナポレオン', '1', '世', 'の', '父親', 'の', '職業', 'は', '？']","['ナポレオン', 'の', '後', 'に', '即位', 'し', 'た', 'ルイ', '18', '世', 'と', 'その', '後', 'の', 'シャルル', '10', '世', 'は', '、', 'ナポレオン', '以前', 'の', '状態', 'に', 'フランス', 'を', '回帰', 'さ', 'せよう', 'と', 'し', 'た', 'が', '、', 'ナポレオン', 'に', 'よっ', 'て', 'もたらさ', 'れ', 'た', 'もの', 'は', 'フランス', 'に', '深く', '浸透', 'し', 'て', 'おり', '、', 'もはや', '覆す', 'こと', 'は', 'でき', 'なかっ', 'た', '。', '王', '党派', 'は', '、', '1815', '年', 'の', '王政', '復古', 'から', '、', '反', 'ボナパルティズム', 'を', '取り', '、', '数', '年', 'に', '渡り', '白色', 'テロ', 'を', '繰り返し', 'た', '。', '王', '党派', 'と', 'ボナパルティスト', 'と', 'の', '長き', '対立', 'と', '確執', 'は', '、', 'フランス', 'に', '禍根', 'を', '残す', 'こと', 'に', 'も', '繋がっ', 'た', '。', 'ウィーン', '体制', 'に', 'よる', '欧州', '諸国', 'の', '反動', '政治', 'も', 'また', '、', '欧州', '諸国', '民', 'の', '憤激', 'を', '買い', '、', 'フランス', '革命', 'の', '理念', 'が', '欧州', '各国', 'へ', '飛び火', 'し', 'て', '行く', 'こと', 'に', 'なる', '。']",[],0
化学兵器禁止条約に調印した国の数は？,化学兵器禁止条約,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","(日本国外務省)
(日本国外務省)",https://ja.wikipedia.org/wiki/%E5%8C%96%E5%AD%A6%E5%85%B5%E5%99%A8%E7%A6%81%E6%AD%A2%E6%9D%A1%E7%B4%84,[-1],[''],"['化学', '兵器', '禁止', '条約', 'に', '調印', 'し', 'た', '国', 'の', '数', 'は', '？']","['(', '日本', '国', '外務', '省', ')', '(', '日本', '国', '外務', '省', ')']",[],0
花山ダムはいつ完成した,花山ダム,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","こうした経緯から、宮城県による「第一次迫川総合開発事業」の中心事業として1950年（昭和25年）より計画されたダムが<b data-parsoid='{""dsr"":[2832,2842,3,3]}'>花山ダム</b>である。",https://ja.wikipedia.org/wiki/%E8%8A%B1%E5%B1%B1%E3%83%80%E3%83%A0,[-1],[''],"['花山', 'ダム', 'は', 'いつ', '完成', 'し', 'た']","['こう', 'し', 'た', '経緯', 'から', '、', '宮城', '県', 'に', 'よる', '「', '第', '一', '次', '迫川', '総合', '開発', '事業', '」', 'の', '中心', '事業', 'と', 'し', 'て', '1950', '年', '（', '昭和', '25', '年', '）', 'より', '計画', 'さ', 'れ', 'た', 'ダム', 'が', '<', 'b', 'data', '-', 'parsoid', '=\'{""', 'dsr', '"":[', '2832', ',', '2842', ',', '3', ',', '3', ""]}'>"", '花山', 'ダム', '<', '/', 'b', '>', 'で', 'ある', '。']",[],0
デビアスグループの創始者は誰？,デビアス,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",第二次世界大戦前の日本におけるダイヤモンドは、一部の上流階級のみが愛好するものであった。戦後に行ったキャンペーンにおいてダイヤモンドは「欧米風の生活におけるステータスシンボル」として扱われた。その結果、1960年代以降の高度経済成長とともにその販売数が増加し[注釈 8]、今日では世界で第2位のダイヤモンド小売市場となった。,https://ja.wikipedia.org/wiki/%E3%83%87%E3%83%93%E3%82%A2%E3%82%B9,[-1],[''],"['デビアス', 'グループ', 'の', '創始', '者', 'は', '誰', '？']","['第', '二', '次', '世界', '大', '戦前', 'の', '日本', 'に', 'おけ', 'る', 'ダイヤモンド', 'は', '、', '一部', 'の', '上流', '階級', 'のみ', 'が', '愛好', 'する', 'もの', 'で', 'あっ', 'た', '。', '戦後', 'に', '行っ', 'た', 'キャンペーン', 'に', 'おい', 'て', 'ダイヤモンド', 'は', '「', '欧米', '風', 'の', '生活', 'に', 'おけ', 'る', 'ステータス', 'シンボル', '」', 'と', 'し', 'て', '扱わ', 'れ', 'た', '。', 'その', '結果', '、', '1960', '年', '代', '以降', 'の', '高度', '経済', '成長', 'と', 'とも', 'に', 'その', '販売', '数', 'が', '増加', 'し', '[', '注釈', '8', ']、', '今日', 'で', 'は', '世界', 'で', '第', '2', '位', 'の', 'ダイヤモンド', '小売', '市場', 'と', 'なっ', 'た', '。']",[],0
『ハヤテのごとく!』の漫画の連載はいつ始まった？,ハヤテのごとく!,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",2006年46号で連載100話を達成したため、第1巻のナギのプロフィールでの公約通り、ナギの漫画『世紀末伝説マジカル☆デストロイ』がこの号に掲載された。作者自身は1週分の丸々16頁の全部にする予定だったが、「100話を越したら」という言い方だったと指摘されたことなどから、計6頁に縮小された。また2007年6月に発売された『ハヤテのごとく! 公式ガイドブック』には同作がアニメ化された設定で掲載されている。,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%A4%E3%83%86%E3%81%AE%E3%81%94%E3%81%A8%E3%81%8F%21,[-1],[''],"['『', 'ハヤテ', 'の', 'ごとく', '!', '』', 'の', '漫画', 'の', '連載', 'は', 'いつ', '始まっ', 'た', '？']","['2006', '年', '46', '号', 'で', '連載', '100', '話', 'を', '達成', 'し', 'た', 'ため', '、', '第', '1', '巻', 'の', 'ナギ', 'の', 'プロフィール', 'で', 'の', '公約', '通り', '、', 'ナギ', 'の', '漫画', '『', '世紀', '末', '伝説', 'マジカル', '☆', 'デストロイ', '』', 'が', 'この', '号', 'に', '掲載', 'さ', 'れ', 'た', '。', '作者', '自身', 'は', '1', '週', '分', 'の', '丸々', '16', '頁', 'の', '全部', 'に', 'する', '予定', 'だっ', 'た', 'が', '、', '「', '100', '話', 'を', '越し', 'たら', '」', 'と', 'いう', '言い', '方', 'だっ', 'た', 'と', '指摘', 'さ', 'れ', 'た', 'こと', 'など', 'から', '、', '計', '6', '頁', 'に', '縮小', 'さ', 'れ', 'た', '。', 'また', '2007', '年', '6', '月', 'に', '発売', 'さ', 'れ', 'た', '『', 'ハヤテ', 'の', 'ごとく', '!', '公式', 'ガイドブック', '』', 'に', 'は', '同作', 'が', 'アニメ', '化', 'さ', 'れ', 'た', '設定', 'で', '掲載', 'さ', 'れ', 'て', 'いる', '。']",[],0
フランス革命戦争が終結したのはいつですか？,フランス革命,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",『アサシン クリード ユニティ』（ユービーアイソフト、2014年）,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9%E9%9D%A9%E5%91%BD,[-1],[''],"['フランス', '革命', '戦争', 'が', '終結', 'し', 'た', 'の', 'は', 'いつ', 'です', 'か', '？']","['『', 'アサシン', 'クリード', 'ユニティ', '』', '（', 'ユービーアイソフト', '、', '2014', '年', '）']",[],0
京王電鉄はいつ設立した,京王電鉄,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","3000系
1000系（初代）
デハ1900形
（デハ1400形→）デハ1800形
デハ1760形→クハ1250形・サハ1760形
デハ1750形→デハ1660形→デニ100形
デハ1460形→デハ1560形→サハ1560形
クハ1570形→サハ1300形
クハ1570形→クハ1250形→サハ1250形
帝都電鉄からの継承車
クハ1550形（→クハ1570形）→クハ1200形（→サハ1200形）
クハ1500形
デハ1400形",https://ja.wikipedia.org/wiki/%E4%BA%AC%E7%8E%8B%E9%9B%BB%E9%89%84,[-1],[''],"['京王', '電鉄', 'は', 'いつ', '設立', 'し', 'た']","['3000', '系', '1000', '系', '（', '初代', '）', 'デ', 'ハ', '1900', '形', '（', 'デ', 'ハ', '1400', '形', '→', '）', 'デ', 'ハ', '1800', '形', 'デ', 'ハ', '1760', '形', '→', 'ク', 'ハ', '1250', '形', '・', 'サハ', '1760', '形', 'デ', 'ハ', '1750', '形', '→', 'デハ', '1660', '形', '→', 'デ', 'ニ', '100', '形', 'デ', 'ハ', '1460', '形', '→', 'デハ', '1560', '形', '→', 'サハ', '1560', '形', 'ク', 'ハ', '1570', '形', '→', 'サハ', '1300', '形', 'ク', 'ハ', '1570', '形', '→', 'ク', 'ハ', '1250', '形', '→', 'サハ', '1250', '形', '帝都', '電鉄', 'から', 'の', '継承', '車', 'ク', 'ハ', '1550', '形', '（', '→', 'ク', 'ハ', '1570', '形', '）', '→', 'ク', 'ハ', '1200', '形', '（', '→', 'サハ', '1200', '形', '）', 'ク', 'ハ', '1500', '形', 'デ', 'ハ', '1400', '形']",[],0
ジョン・マイケル・ライトは、何年に生まれましたか？,ジョン・マイケル・ライト,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",この記録ではライトがフランドルでハプスブルク家のレオポルトに雇われていたことが巧妙に隠され、婉曲的に「他諸国」という表現に置換されている。これは当時ハプスブルク家とイングランドが戦端を開いていたためで、ライトが名誉あるアカデミア・ディ・サン・ルカの一員であることも言及されてはいない[4]。,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A7%E3%83%B3%E3%83%BB%E3%83%9E%E3%82%A4%E3%82%B1%E3%83%AB%E3%83%BB%E3%83%A9%E3%82%A4%E3%83%88,[-1],[''],"['ジョン', '・', 'マイケル', '・', 'ライト', 'は', '、', '何', '年', 'に', '生まれ', 'まし', 'た', 'か', '？']","['この', '記録', 'で', 'は', 'ライト', 'が', 'フランドル', 'で', 'ハプスブルク', '家', 'の', 'レオポルト', 'に', '雇わ', 'れ', 'て', 'い', 'た', 'こと', 'が', '巧妙', 'に', '隠さ', 'れ', '、', '婉曲', '的', 'に', '「', '他', '諸国', '」', 'と', 'いう', '表現', 'に', '置換', 'さ', 'れ', 'て', 'いる', '。', 'これ', 'は', '当時', 'ハプスブルク', '家', 'と', 'イングランド', 'が', '戦端', 'を', '開い', 'て', 'い', 'た', 'ため', 'で', '、', 'ライト', 'が', '名誉', 'ある', 'アカデミア', '・', 'ディ', '・', 'サン', '・', 'ルカ', 'の', '一員', 'で', 'ある', 'こと', 'も', '言及', 'さ', 'れ', 'て', 'は', 'い', 'ない', '[', '4', ']。']",[],0
ヒ素が発見されたのはいつ,ヒ素,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",宮崎県の高千穂町の山あい土呂久では、亜ヒ酸製造が行われていた。この地区の住民に現れた慢性砒素中毒症は、公害病に認定された。症状としては、暴露後数十年して、皮膚の雨だれ様の色素沈着や白斑、手掌、足底の角化、ボーエン病、およびそれに続発する皮膚癌、呼吸器系の肺癌、泌尿器系の癌がある。発生当時は、砒素を焼く煙がV字型の谷に低く垂れ込め、河川や空気を汚染したものと考えられた。上に記した症状は、特に広範な皮膚症状は、環境による慢性砒素中毒を考えるべき重要な症状である。この症状が重要であり、長年月経過すれば、病変、皮膚、毛髪、爪などには、砒素を検出しない。,https://ja.wikipedia.org/wiki/%E3%83%92%E7%B4%A0,[-1],[''],"['ヒ素', 'が', '発見', 'さ', 'れ', 'た', 'の', 'は', 'いつ']","['宮崎', '県', 'の', '高千穂', '町', 'の', '山あい', '土呂久', 'で', 'は', '、', '亜', 'ヒ酸', '製造', 'が', '行わ', 'れ', 'て', 'い', 'た', '。', 'この', '地区', 'の', '住民', 'に', '現れ', 'た', '慢性', '砒素', '中毒', '症', 'は', '、', '公害', '病', 'に', '認定', 'さ', 'れ', 'た', '。', '症状', 'と', 'し', 'て', 'は', '、', '暴露', '後', '数十', '年', 'し', 'て', '、', '皮膚', 'の', '雨だれ', '様', 'の', '色素', '沈着', 'や', '白斑', '、', '手掌', '、', '足底', 'の', '角化', '、', 'ボーエン', '病', '、', 'および', 'それ', 'に', '続発', 'する', '皮膚', '癌', '、', '呼吸', '器', '系', 'の', '肺癌', '、', '泌尿', '器', '系', 'の', '癌', 'が', 'ある', '。', '発生', '当時', 'は', '、', '砒素', 'を', '焼く', '煙', 'が', 'V', '字', '型', 'の', '谷', 'に', '低く', '垂れ込め', '、', '河川', 'や', '空気', 'を', '汚染', 'し', 'た', 'もの', 'と', '考え', 'られ', 'た', '。', '上', 'に', '記し', 'た', '症状', 'は', '、', '特に', '広範', 'な', '皮膚', '症状', 'は', '、', '環境', 'に', 'よる', '慢性', '砒素', '中毒', 'を', '考える', 'べき', '重要', 'な', '症状', 'で', 'ある', '。', 'この', '症状', 'が', '重要', 'で', 'あり', '、', '長年', '月', '経過', 'すれ', 'ば', '、', '病変', '、', '皮膚', '、', '毛髪', '、', '爪', 'など', 'に', 'は', '、', '砒素', 'を', '検出', 'し', 'ない', '。']",[],0
